,co_volume,cv_volume,sentiment,sentiment_ste
2017-06-21,2320,0,-9.32168842087323,0.8123792374514955
2017-06-22,1401,0,-24.514958494281803,1.343556165865433
2017-06-23,1287,0,-14.532432864775782,1.2361287911957506
2017-06-24,1952,0,-10.32158141373137,0.8651007461793446
2017-06-25,1086,0,-9.08965130841422,1.3329614710109559
2017-06-26,2379,0,-15.062554544460086,0.8731278176671653
2017-06-27,2328,0,-14.09550986906806,0.903166692162485
2017-06-28,2594,0,-16.07248948182548,0.8951715531480164
2017-06-29,2381,0,-12.454355904734337,0.856355671627297
2017-06-30,2386,0,-15.734590289290384,0.8705363083055676
2017-07-01,1871,0,-20.945046917017592,1.0602832913009081
2017-07-02,1901,0,-11.582442619054083,0.9124978327774255
2017-07-03,2663,0,-16.82593393747649,0.7723719328438069
2017-07-04,2751,0,-19.561443273944143,0.7573201490285717
2017-07-05,3905,0,-18.071160331723384,0.650013234903123
2017-07-06,2987,0,-13.748721487288234,0.7485214088636487
2017-07-07,2424,0,-9.125251368714784,0.7999522552414678
2017-07-08,2285,0,-14.89839764185112,0.8519286590066671
2017-07-09,2073,0,-14.919142026529714,0.9431156949223131
2017-07-10,2426,0,-10.947599471846695,0.839233156283176
2017-07-11,2500,0,-15.083587105047236,0.8495428387984356
2017-07-12,2731,0,-9.16833609360448,0.8314489176062438
2017-07-13,3254,0,-18.321610741748835,0.7680011695483477
2017-07-14,720,0,-10.217801157884349,1.6280642810112989
2017-07-15,138,0,-14.347826086956522,3.631836711228252
2017-07-16,1795,0,-10.202977528519904,1.0109206546648168
2017-07-17,1546,0,-16.380545069280437,1.0447037470750848
2017-07-18,1688,0,-12.187301245989662,1.0089166321691438
2017-07-19,586,0,-8.051446562538713,1.6362435735021206
2017-07-20,1552,0,-16.63534984551311,1.0309351247159322
2017-07-21,2688,0,-12.55825833100101,0.7791366140962717
2017-07-22,1770,0,-11.447108552603465,1.0254415618291621
2017-07-23,1619,0,-9.617803451103457,1.0640015135775938
2017-07-24,2360,0,-11.431451781966503,0.8436044678441735
2017-07-25,2319,0,-9.1661011711394,0.8372336068916741
2017-07-26,2280,0,-9.861782536626345,0.8754437931339324
2017-07-27,2281,0,-12.091550020811724,0.8555594725168792
2017-07-28,2117,0,-12.297273964110301,0.8940571759177017
2017-07-29,2809,0,-23.05864475188351,0.7867801840084179
2017-07-30,2892,0,-22.980592105410174,0.7708566046110827
2017-07-31,2951,0,-18.655972183244696,0.7549045923113785
2017-08-01,2774,0,-17.945843303581572,0.7582552484578879
2017-08-02,2805,0,-17.163948464587858,0.748475443885563
2017-08-03,2520,0,-15.094396276778166,0.8282652267938789
2017-08-04,618,0,-16.321449007695964,1.6986057475716747
2017-08-05,1642,0,-15.79322418818167,1.0308540223988802
2017-08-06,2240,0,-17.390867640126785,0.8233454732453127
2017-08-07,2554,0,-14.120186975268048,0.815934508692996
2017-08-08,1272,0,-24.905097744053183,1.0820704655550009
2017-08-09,3156,0,-18.31534830259748,0.7151776858481299
2017-08-10,3173,0,-22.218440432352523,0.6903944028326929
2017-08-11,4068,0,-26.726047790436127,0.5874573585498805
2017-08-12,2611,0,-24.57505108750295,0.7580566980828954
2017-08-13,1740,0,-13.346406871960905,1.0002540896463865
2017-08-14,3063,0,-21.68333493184027,0.69741173401651
2017-08-15,2809,0,-18.37495750695131,0.7798219137344936
2017-08-16,2580,0,-15.751804505783335,0.8178790050343587
2017-08-17,2418,0,-15.945283136757801,0.8454353578945075
2017-08-18,2025,0,-12.036971824012582,0.9041149439279663
2017-08-19,1450,0,-15.265815311248609,1.1085563740422864
2017-08-20,1106,0,-11.05621297505133,1.268487967614533
2017-08-21,2323,0,-12.20774372770614,0.8438813048646299
2017-08-22,2756,0,-16.521497020511806,0.7747380673524292
2017-08-23,2277,0,-11.481407822255335,0.843753287946784
2017-08-24,2192,0,-13.719188988519578,0.8956184367388922
2017-08-25,1976,0,-15.87886031389555,1.0109840899032683
2017-08-26,1242,0,-11.04073034203533,1.2466522548610919
2017-08-27,1401,0,-14.2312116933,1.1308945787131062
2017-08-28,2288,0,-16.63787441968385,0.8584963262347672
2017-08-29,2054,0,-12.003021292590422,0.9052055043594295
2017-08-30,758,0,-6.692890703010825,1.5483013090983897
2017-08-31,2140,0,-10.821118921132356,0.9049621926561933
2017-09-01,1881,0,-8.933007793198488,0.9818321507693486
2017-09-02,1425,0,-9.667673806626903,1.1007460787349808
2017-09-03,3517,0,-26.322909720349667,0.6709173077001447
2017-09-04,3672,0,-23.13858691362388,0.6566327652100556
2017-09-05,3118,0,-21.47058048235632,0.7367006974754026
2017-09-06,2659,0,-14.83508234982833,0.8004767641870802
2017-09-07,2218,0,-12.425056763881456,0.8673210426802977
2017-09-08,2203,0,-12.77404005355938,0.8537572055697473
2017-09-09,1523,0,-12.467480409399156,1.099473167570689
2017-09-10,1774,0,-13.468119316148547,0.9690368463579813
2017-09-11,2664,0,-13.055907273392911,0.7737031737762914
2017-09-12,2331,0,-14.11952072561965,0.8345161881322782
2017-09-13,2545,0,-11.184773939258356,0.8003111672281649
2017-09-14,2731,0,-13.580424733307641,0.7416329240709311
2017-09-15,2350,0,-14.598935401184972,0.8305061488535994
2017-09-16,1599,0,-12.760757078967227,1.0162343808471614
2017-09-17,1634,0,-13.057365511393899,1.0100364926171204
2017-09-18,2182,0,-7.2951635880776955,0.8719817371596531
2017-09-19,2325,0,-12.853061895148766,0.867798986177822
2017-09-20,2083,0,-11.502068766887168,0.9191241293270708
2017-09-21,2691,0,-12.90695192606279,0.7458177618677745
2017-09-22,2421,0,-13.636899603177245,0.8363082533008807
2017-09-23,1857,0,-14.353531783164913,0.8938469033541716
2017-09-24,1452,0,-13.537605827984967,1.1109786989004051
2017-09-25,2094,0,-11.665784950630515,0.8750124798813955
2017-09-26,2412,0,-16.387737499081048,0.8553706291162179
2017-09-27,2084,0,-9.569667905085774,0.9160446707015432
2017-09-28,2264,0,-9.802277530212242,0.8061326408848392
2017-09-29,2190,0,-9.642138066791437,0.8825121447213939
2017-09-30,1571,0,-9.557774597920734,1.052799136737204
2017-10-01,1569,0,-15.412364937352468,1.1029146674053023
2017-10-02,1574,0,-9.741075504098003,1.0588691391110998
2017-10-03,1665,0,-9.274132482798224,1.052838249599774
2017-10-04,1660,0,-11.003595665931485,1.0402506653362615
2017-10-05,559,0,-10.68715906847837,1.722619568261806
2017-10-06,1778,0,-9.09161464162663,0.9760328576922982
2017-10-07,1311,0,-12.41134866345828,1.2325093142127714
2017-10-08,1437,0,-11.176203038909398,1.1454826281415464
2017-10-09,1874,0,-8.563298103323543,0.9876751168953565
2017-10-10,1931,0,-4.1702283492387675,0.9644044463853351
2017-10-11,2004,0,-9.31707432313444,0.9342220613116905
2017-10-12,1947,0,-7.2773195443490115,0.9540224881338417
2017-10-13,2016,0,-10.112813863268704,0.912793245000181
2017-10-14,1467,0,-8.703047896058836,1.1217533494590946
2017-10-15,1590,0,-9.738391931122797,1.0847032529897855
2017-10-16,2068,0,-10.237668803727235,0.89729541621681
2017-10-17,2264,0,-17.232780513309155,0.890535842323795
2017-10-18,2350,0,-9.319974765704691,0.8815317938681932
2017-10-19,2271,0,-7.73379137159734,0.8542497260484184
2017-10-20,1816,0,-9.906221531708363,1.0104164913602727
2017-10-21,1360,0,-8.080643443566144,1.1795965853548478
2017-10-22,1775,0,-8.912802457850667,1.053029153906695
2017-10-23,2389,0,-6.633538576254709,0.8430090581782911
2017-10-24,2558,0,-9.06795233781266,0.8284488371661465
2017-10-25,2627,0,-8.988336787808326,0.8273995773869586
2017-10-26,2212,0,-9.471032343776503,0.8870058627934565
2017-10-27,1940,0,-7.038306863963579,0.9339011454417453
2017-10-28,1416,0,-10.377140078550081,1.0943793872067114
2017-10-29,1433,0,-7.334434270679497,1.083669063072281
2017-10-30,1980,0,-9.032670857240749,0.9807018431469386
2017-10-31,2240,0,-12.060286750090562,0.9065556795980539
2017-11-01,2174,0,-7.688983130374242,0.8996848026680935
2017-11-02,2051,0,-8.559168845770035,0.9023105462950898
2017-11-03,2149,0,-8.72967984517386,0.8814000042094929
2017-11-04,1727,0,-13.39192732597709,1.059737179546499
2017-11-05,1596,0,-12.234572235827205,1.047590532819727
2017-11-06,2031,0,-6.816057934011988,0.9350281001610539
2017-11-07,2753,0,-13.590361764237535,0.7807739826230847
2017-11-08,4694,0,-12.655857786236108,0.5865253431135063
2017-11-09,6194,0,-19.6578274214154,0.5253443500721596
2017-11-10,2796,0,-9.488712468778743,0.8142916761156025
2017-11-11,2693,0,-12.755925364404257,0.8318141270498269
2017-11-12,2436,0,-11.679737954644983,0.8521842516599838
2017-11-13,2872,0,-11.884957584608495,0.7725553850422155
2017-11-14,3694,0,-20.16965808303324,0.6835591365230858
2017-11-15,4667,0,-25.129125559437238,0.6114520637009969
2017-11-16,3414,0,-16.623388161481227,0.7478603045625822
2017-11-17,2455,0,-10.709612316042422,0.8570755756337965
