,co_volume,cv_volume,sentiment,sentiment_ste
2018-09-20,893,0,-20.20834242278811,1.4450044717110655
2018-09-21,962,0,-24.1627574319882,1.4324211049135578
2018-09-22,798,0,-23.047788677487922,1.5539264181460941
2018-09-23,830,0,-17.621263547792005,1.4339925889010376
2018-09-25,968,0,-29.121572871572877,1.4692390835528766
2018-09-26,998,0,-27.5261864581293,1.319999655662747
2018-09-27,3544,0,-24.076064481011258,0.7336627469602283
2018-09-28,854,0,-22.106199479479546,1.542250518173128
2018-09-29,787,0,-23.498710949347892,1.6017019347827817
2018-09-30,843,0,-22.821654790182105,1.388509664840262
2018-10-01,951,0,-17.888526998116042,1.3830004448330613
2018-10-02,901,0,-18.27487155525446,1.3486690513216075
2018-10-03,3198,0,-19.120292975530955,0.7109680230247878
2018-10-04,1084,0,-35.389990363807385,1.3598878390918276
2018-10-05,920,0,-26.575612491373356,1.4033784294041698
2018-10-06,808,0,-24.67356084347931,1.5216622810832074
2018-10-08,898,0,-20.621483086605856,1.4736104940149135
2018-10-09,894,0,-23.07130876394212,1.5400783315455886
2018-10-10,1015,0,-31.979720075851947,1.485764467470305
2018-10-11,976,0,-21.289682539682538,1.4200776283975542
2018-10-12,957,0,-16.957024363210977,1.3935159116120373
2018-10-13,775,0,-17.805845167226487,1.5832949630640636
2018-10-14,794,0,-19.651031970423606,1.5850675846749713
2018-10-15,3043,0,-17.003605406435074,0.7528019837305355
2018-10-16,3168,0,-20.722163265877768,0.7609238764258699
2018-10-17,910,0,-16.2386839351125,1.3879816681383792
2018-10-18,792,0,-9.608864762151738,1.3821401979340553
2018-10-19,863,0,-18.063266489890623,1.4991326274392456
2018-10-20,799,0,-18.05204976727533,1.605723993593201
2018-10-21,788,0,-16.473775236481718,1.4864953946652852
2018-10-22,882,0,-12.841925566849396,1.4544822157605422
2018-10-23,841,0,-11.551889285242435,1.4666167568081478
2018-10-24,1234,0,-23.3986066017316,1.0666336316582157
2018-10-25,995,0,-22.678571428571427,1.3413015214414405
2018-10-26,801,0,-13.96916091087439,1.5160736603181784
2018-10-27,661,0,-12.169082600900783,1.7965762204798224
2018-10-28,699,0,-13.943159181941109,1.6129665432828466
2018-10-29,847,0,-14.769525346448424,1.44359736674922
2018-10-30,879,0,-25.186968416490608,1.5868439979937925
2018-10-31,814,0,-12.043409015148708,1.5348163926853924
2018-11-01,809,0,-23.756831186714344,1.6496592661919502
2018-11-02,3,0,-33.33333333333333,16.666666666666668
2018-11-03,1033,0,-19.597397987866216,1.345857999493626
2018-11-04,676,0,-11.116788493837674,1.6471094645401803
2018-11-05,558,0,-13.570359921347356,1.7453430691434642
2018-11-06,613,0,-11.414912348843831,1.76343373315982
2018-11-07,677,0,-11.200028302554307,1.6866249136835907
2018-11-08,712,0,-9.596216186004918,1.6788459349461813
2018-11-09,778,0,-14.750917732284194,1.5520126379541694
2018-11-10,704,0,-13.360353638131414,1.7186372509776324
2018-11-11,2051,0,-9.388435871482525,0.9827594327297694
2018-11-12,836,0,-13.589609175546677,1.4244689577167813
2018-11-13,790,0,-14.784679719015159,1.55595972069916
2018-11-15,975,0,-11.556514965434598,1.3302798297301976
2018-11-16,1992,0,-12.228872008911864,0.9397261703426946
2018-11-17,1866,0,-14.973670921380503,0.9614273428972564
2018-11-18,758,0,-17.294018920832904,1.572462104236175
2018-11-19,819,0,-14.779840631488984,1.4826355296758436
2018-11-20,880,0,-23.868565944306262,1.5706448291643356
2018-11-21,706,0,-17.08999723591042,1.6005665325284908
2018-11-22,672,0,-15.14953614729399,1.6166904634531325
2018-11-23,880,0,-24.481479973213155,1.489264869137712
2018-11-24,806,0,-17.08784701650706,1.5116764363019048
2018-11-25,2671,0,-18.46111472505967,0.8329490785598357
2018-11-26,975,0,-20.58839493839493,1.3237076633659488
2018-11-27,850,0,-21.20894225947417,1.4186329642164084
2018-11-28,864,0,-22.073677095403625,1.4362175445302103
2018-11-29,4266,0,-22.083352254844666,0.6027522745855396
2018-11-30,863,0,-21.46940809974631,1.534441712711785
2018-12-01,1202,0,-13.597001249023311,1.0919827709058143
2018-12-02,914,0,-15.089785961081242,1.3145337134889408
2018-12-03,978,0,-17.16850926850926,1.226459243614566
2018-12-04,1095,0,-19.94332557803764,1.2419522700789536
2018-12-05,4141,0,-19.906268183798375,0.6413743322534017
2018-12-06,1030,0,-22.978969798035944,1.3287160010707313
2018-12-07,943,0,-17.4756119721582,1.4866568607781645
2018-12-08,798,0,-23.591730950753504,1.6299182142956625
2018-12-09,845,0,-17.67604274441373,1.4672977786383183
2018-12-10,1737,0,-22.357326747865415,1.0125028699225262
2018-12-11,1059,0,-31.323323617941178,1.269418787888745
2018-12-12,967,0,-25.143181449127734,1.32822165241094
2018-12-13,861,0,-17.45179959091483,1.453761959963438
2018-12-14,835,0,-20.166548579318363,1.4713437718795979
2018-12-15,800,0,-17.942447476525484,1.6006027228766675
2018-12-16,792,0,-16.88987582160781,1.5618113692650637
2018-12-17,3956,0,-20.951092463510523,0.6573478853759024
2018-12-18,892,0,-17.464317700007935,1.4684367155566753
2018-12-19,785,0,-17.019151598857114,1.528892238527382
2018-12-20,938,0,-34.39721223872771,1.4598818359099996
2018-12-21,890,0,-25.830674635821698,1.5451322818320337
2018-12-22,956,0,-26.637279125486675,1.5154897137960255
2018-12-23,829,0,-17.20676794868815,1.5732064356928415
2018-12-24,837,0,-7.956370195363951,1.4898552822606355
2018-12-25,752,0,-7.7846705146705135,1.6442135677547198
2018-12-26,860,0,-18.39439960351175,1.4299663565532166
2018-12-27,805,0,-17.614201584239034,1.5598673687545612
2018-12-28,828,0,-15.83315188174523,1.4730607138266356
2018-12-29,3047,0,-17.045924444342127,0.7469114679594222
2018-12-30,514,0,-16.014022670089208,1.889438500689025
2018-12-31,3040,0,-11.545714356071517,0.7852107520147918
2019-01-01,2718,0,-15.793508562854253,0.8186482773255421
2019-01-02,4806,0,-13.077094732886655,0.558307744319607
2019-01-03,6400,0,-9.650106464919185,0.4848906179611977
2019-01-04,3724,0,-12.204468280755677,0.6553876106614567
2019-01-05,1020,0,-16.96024993069328,1.34599232700122
2019-01-06,1020,0,-10.560408675585492,1.2651042233833376
2019-01-07,4185,0,-12.533760385988504,0.6010872144530846
2019-01-08,1956,0,-11.584829462251118,0.9247177701238767
2019-01-09,2250,0,-11.30202954553915,0.8206852532235933
2019-01-10,3202,0,-17.23962309256519,0.7101645831479607
2019-01-11,2030,0,-17.20413480044333,0.9505936951434799
2019-01-12,2745,0,-19.911437136223814,0.8407877045872493
2019-01-13,1827,0,-16.22993615744818,0.9937728206827716
2019-01-14,3451,0,-18.658974618765896,0.6792406943525026
2019-01-15,3388,0,-7.857097587727166,0.7442602077372024
2019-01-16,2533,0,-15.316933521302179,0.8599445278071601
2019-01-17,3119,0,-13.8670181814059,0.7117955213171094
2019-01-18,3498,0,-10.046737537362011,0.6847630753937659
2019-01-19,2455,0,-14.585794009615896,0.852472569655211
2019-01-20,2431,0,-11.529653642566867,0.8618471580004231
2019-01-21,3682,0,-17.204400075536714,0.6703372156927316
2019-01-22,3726,0,-16.307124430768365,0.6736056954304322
2019-01-23,3745,0,-15.268704643366613,0.672099265071702
2019-01-24,3404,0,-16.120699548488076,0.7014406760429777
2019-01-25,2968,0,-15.319923416819293,0.7630172242450894
2019-01-26,2496,0,-16.443752495312957,0.834556507486943
2019-01-27,2655,0,-16.69549767488142,0.8056236703567066
2019-01-28,4668,0,-21.14165921114534,0.5992836781386963
2019-01-29,4184,0,-24.072773578583302,0.6538526843754493
2019-01-30,4165,0,-17.961831238741123,0.65767505260493
2019-01-31,4768,0,-17.428644642810582,0.5870744944367251
2019-02-01,2966,0,-14.940460026803073,0.7817993289245062
2019-02-02,870,0,-15.426187393566149,1.582278045121589
2019-02-03,742,0,-10.339715575788945,1.6937665822984969
2019-02-04,571,0,-1.795148319752889,1.9579451821091536
2019-02-05,1444,0,-9.314265135743275,1.2158746788451458
2019-02-06,884,0,-16.476693241399122,1.5037221481734333
2019-02-07,1058,0,-18.428180615680613,1.3313396056409923
2019-02-08,1557,0,-13.61089006669412,1.0878928203196445
2019-02-09,2143,0,-17.967825055458597,0.9766709269776004
2019-02-10,1127,0,-15.651308094136592,1.3308929981462356
2019-02-11,2314,0,-14.815827060941222,0.8564239321671181
2019-02-12,2720,0,-12.710708259962663,0.780178511770293
2019-02-13,1603,0,-11.922954918985367,1.0274121555061513
2019-02-14,1946,0,-13.133842867222326,0.9381011436626124
2019-02-15,1774,0,-16.56964357158161,0.9917567710000506
2019-02-16,1097,0,-16.51937180019372,1.2655572604684793
2019-02-17,1189,0,-16.107250100464636,1.2901760054216942
2019-02-18,1940,0,-20.848187093041368,0.9744309736712052
2019-02-19,1079,0,-14.905566538097542,1.3198984785013301
2019-02-20,1830,0,-15.100510878941115,1.0373769962177624
2019-02-21,1292,0,-18.731415643180352,1.1898326572849232
2019-02-22,2188,0,-16.612373932289184,0.877123665637527
2019-02-23,2613,0,-21.15637735747748,0.8388008383967397
2019-02-24,2321,0,-16.340776448406796,0.877962778963956
2019-02-25,1813,0,-15.69448197816787,0.9232596499665433
2019-02-26,2599,0,-15.938696861982976,0.7870435114555834
2019-02-27,2690,0,-15.082170947194529,0.8070335825147678
2019-02-28,2307,0,-13.043392723095016,0.8740335568230997
2019-03-01,2438,0,-19.545599233355585,0.8526094533538732
2019-03-02,1039,0,-21.434673472816158,1.4119656808306362
2019-03-03,1299,0,-13.384786704400156,1.1774453307470116
2019-03-04,1414,0,-17.611391791502808,1.1891659782793553
2019-03-05,1312,0,-17.518206523562295,1.1854227070394556
2019-03-06,1908,0,-18.709502404712357,0.9831705901215378
2019-03-07,1331,0,-16.95653398839489,1.1209235336839853
2019-03-08,1220,0,-16.84243276580993,1.1759779668131622
2019-03-09,2460,0,-23.37125643668034,0.806505450318661
2019-03-10,1558,0,-20.17166879418629,1.0328280387079953
2019-03-11,1667,0,-18.866806549388528,1.0200466428726174
2019-03-12,2202,0,-23.2204821993621,0.8919932370399705
2019-03-13,1283,0,-20.186944349053718,1.2418619348045703
2019-03-14,1289,0,-20.52298193906585,1.2296143130028616
2019-03-15,1648,0,-25.41460839497981,1.0743352177960097
2019-03-16,2392,0,-27.030712598658766,0.9043797731821359
2019-03-17,1351,0,-22.492578653881047,1.2582671500334737
2019-03-18,1860,0,-18.470361159956013,0.9985837108103147
2019-03-19,2305,0,-16.082585979149798,0.8898599321063078
2019-03-20,2377,0,-15.911462141682858,0.8636237171522718
2019-03-21,2014,0,-14.357267525275086,0.9195296701464686
2019-03-22,2623,0,-17.771435488022302,0.8038734333580192
2019-03-23,1505,0,-14.933730422752383,1.1263858507751525
2019-03-24,2249,0,-17.80019309014109,0.9065992007485446
2019-03-25,3153,0,-12.757174196528448,0.7597319909245368
2019-03-26,3140,0,-13.617208580530349,0.7667287123842651
2019-03-27,3893,0,-18.255281273988537,0.6923068455673398
2019-03-28,3588,0,-16.58820123216551,0.7146919455985491
2019-03-29,3338,0,-18.466759759413808,0.7696375007668936
2019-03-30,2288,0,-17.519627774991413,0.9074350894216477
2019-03-31,2440,0,-14.73944431011654,0.9031964849046833
2019-04-01,3461,0,-13.572055543503431,0.7148866664888808
2019-04-02,4668,0,-27.867789041574042,0.611604543679041
2019-04-03,4440,0,-22.422327193095118,0.6336596589751816
2019-04-04,3617,0,-19.8297860798244,0.6977667600766001
2019-04-05,3647,0,-19.02521304253404,0.694113944900988
2019-04-06,2334,0,-21.278958317667996,0.9054037143400963
2019-04-07,2444,0,-18.33807630447575,0.8825190370329731
2019-04-08,3665,0,-20.11707801479103,0.6873754715395274
2019-04-09,3880,0,-18.99783750673823,0.6841856435730389
2019-04-10,3582,0,-18.182498392474624,0.7115022943766504
2019-04-11,3224,0,-18.34848344081547,0.784332241662452
2019-04-12,3318,0,-15.569868851149451,0.762706300213611
2019-04-13,2399,0,-17.082873649985984,0.9054398211343206
2019-04-14,2576,0,-14.480649635509076,0.8571764073135181
2019-04-15,3445,0,-16.432277717957458,0.7257410383125985
2019-04-16,3295,0,-14.0384830106768,0.7363260352989314
2019-04-17,3544,0,-11.859701600165637,0.7045182881067932
2019-04-18,2987,0,-14.035878244087455,0.7705863707543245
2019-04-19,2701,0,-17.064899043687674,0.8571785050801848
2019-04-20,2440,0,-20.573154311844345,0.8967662264532608
2019-04-21,2322,0,-17.049983625467306,0.9197087092837816
2019-04-22,3544,0,-16.99797467287268,0.7113569736704641
2019-04-23,3559,0,-15.394310325405177,0.7434807218675512
2019-04-24,3716,0,-17.128933794854962,0.7304463192883124
2019-04-25,3632,0,-18.06980427643656,0.7219892468465061
2019-04-26,3581,0,-12.797056209607952,0.7196899527185049
2019-04-27,2694,0,-16.621607951919508,0.8613987530843479
2019-04-28,2565,0,-16.073771172471265,0.8806417432145401
2019-04-29,3698,0,-15.062053436487233,0.6780760809915148
2019-04-30,3995,0,-19.425286340698534,0.670186664622168
2019-05-01,4314,0,-22.828801666842427,0.649504304813408
2019-05-02,5191,0,-29.746099434505723,0.5529415738527299
2019-05-03,4339,0,-26.053416453666273,0.6497971424872921
2019-05-04,3142,0,-27.214896418031557,0.7975881555284473
2019-05-05,4739,0,-22.908265075949686,0.5586589248999048
2019-05-06,6675,0,-22.478909005158858,0.4585816496870869
2019-05-07,6016,0,-23.72254021217073,0.5203486126372889
2019-05-08,6351,0,-21.743608805737594,0.4848675031293761
2019-05-09,6173,0,-22.387855886224134,0.4818932366966748
2019-05-10,9166,0,-24.80299224321385,0.3814946060375406
2019-05-11,5613,0,-25.507212520472635,0.5077464202387836
2019-05-12,5452,0,-25.079824432952545,0.5148997343892991
2019-05-13,11438,0,-26.58460236531689,0.3202338113469114
2019-05-14,9237,0,-25.21858908578636,0.37722249553694365
2019-05-15,6936,0,-20.827531757465742,0.45701692284636924
2019-05-16,5828,0,-22.62225435539329,0.503752573120214
2019-05-17,5213,0,-21.00374896281619,0.5414779310562309
2019-05-18,3657,0,-25.03192945842127,0.6747226706172665
2019-05-19,4471,0,-23.251538455839224,0.5720898964868897
2019-05-20,6154,0,-24.569311633895293,0.4896314745265308
2019-05-21,5890,0,-23.993678033365175,0.5010045609151805
2019-05-22,5315,0,-25.709996118996763,0.5538928029838531
2019-05-23,6149,0,-26.37982837655395,0.5046988105883522
2019-05-24,4608,0,-22.58339131774624,0.6084354929250007
2019-05-25,3438,0,-21.930194887543067,0.7236429484818664
2019-05-26,3520,0,-23.6550281536713,0.7170244667430966
2019-05-27,3838,0,-24.31447276188535,0.6949256314381871
2019-05-28,4906,0,-21.258984308212632,0.5653428150183171
2019-05-29,5133,0,-24.686494979434457,0.5705628476491227
2019-05-30,5283,0,-23.711894450416608,0.5474001113611999
2019-05-31,5404,0,-25.550054046411407,0.525966158207752
2019-06-01,4207,0,-26.974962431102167,0.6251637013443019
2019-06-02,4308,0,-26.380362369168292,0.6107613461162098
2019-06-03,5638,0,-22.823974431553214,0.5341732166438711
2019-06-04,5492,0,-28.921624005061663,0.5709286204529143
2019-06-05,5015,0,-22.410930396854408,0.5910386041072753
2019-06-06,4443,0,-21.20035316551135,0.6153909192048956
2019-06-07,4555,0,-21.06572476046576,0.5927277007747092
2019-06-08,3544,0,-22.420997854042998,0.6772970394092561
2019-06-09,3898,0,-28.635654963768754,0.663453825141299
2019-06-10,4637,0,-22.674535119323586,0.5889102926047866
2019-06-11,5048,0,-22.853870574114026,0.5526637920406055
2019-06-12,5094,0,-26.531003960689638,0.5821895114715423
2019-06-13,5013,0,-25.402506955692044,0.5769705688506144
2019-06-14,4051,0,-22.293621224798486,0.6370723119723737
2019-06-15,3054,0,-28.33891304181208,0.758676932668897
2019-06-16,2505,0,-26.994466228749943,0.8830186874677225
2019-06-17,4034,0,-23.628110447901133,0.6512948278985164
2019-06-18,4211,0,-22.27444562323527,0.6477940617286871
2019-06-19,3420,0,-18.853915227231706,0.7309472346265049
2019-06-20,1704,0,-17.75996168892656,1.0311790571315005
2019-06-21,1704,0,-18.94810467300877,1.0205941942504089
2019-06-22,1683,0,-19.98783819550018,1.0882305270250825
2019-06-23,1659,0,-19.32344703588976,1.0695513877732823
2019-06-24,1521,0,-20.017659328840498,1.0882036262403385
2019-06-25,3133,0,-20.67849063574066,0.7498648647967449
2019-06-26,3172,0,-18.370747731278023,0.7142645470993076
2019-06-27,3734,0,-18.89413834153638,0.6658882374913913
2019-06-28,2252,0,-16.815762444801276,0.8229470502009928
2019-06-29,2859,0,-19.958441006329934,0.726857966877484
2019-06-30,2609,0,-21.1288291408049,0.79487043748641
2019-07-01,5269,0,-21.335598233822477,0.5591377918472057
2019-07-02,5055,0,-22.021668185806487,0.5901634480539437
2019-07-03,5012,0,-23.37160990884089,0.6009717870826605
2019-07-04,3893,0,-19.9637391248825,0.6778766065180171
2019-07-05,3899,0,-19.954818479526708,0.6835027074394503
2019-07-06,3055,0,-21.542982830942847,0.7759314546511625
2019-07-07,3029,0,-17.293906012117027,0.7860557032596095
2019-07-08,3805,0,-17.896465974163558,0.6807925392449421
2019-07-09,4341,0,-20.640020553363726,0.6392030934753735
2019-07-10,4227,0,-21.656533577721586,0.6717990512828352
2019-07-11,4005,0,-25.24139049996429,0.6798266467814327
2019-07-12,3896,0,-23.35894609565487,0.6787884300178191
2019-07-13,2809,0,-23.624912222559065,0.8352078953278561
2019-07-14,3106,0,-18.747861913154168,0.7768659166979895
2019-07-15,5055,0,-20.73268286620627,0.5757340451071218
2019-07-16,4550,0,-22.234444745227663,0.6137901613886837
2019-07-17,4215,0,-18.740973589389547,0.6281156475712678
2019-07-18,3963,0,-18.111792427811185,0.6728151590609064
2019-07-19,3757,0,-18.73487945682392,0.692857710198529
2019-07-20,3040,0,-19.9528329005904,0.7733521142089763
2019-07-21,3400,0,-25.43516502129365,0.7181840795135794
2019-07-22,4312,0,-20.094272996764577,0.6540897414907871
2019-07-23,4838,0,-22.547744725314534,0.5863205702568663
2019-07-24,4094,0,-21.412238096478593,0.6453378719016376
2019-07-25,4167,0,-21.106573954451495,0.655969508187424
2019-07-26,4990,0,-22.884857324923363,0.577951083469784
2019-07-27,3336,0,-25.578707722417022,0.7535427603454571
2019-07-28,2989,0,-20.775607188253232,0.7937015030347787
2019-07-29,3971,0,-19.798569139493484,0.6694494339490757
2019-07-30,5494,0,-23.71918530092864,0.5569252015507213
2019-07-31,5249,0,-21.17875195986293,0.5518667979325731
2019-08-01,7430,0,-21.39295539300294,0.43087564487837815
2019-08-02,6512,0,-23.625445939740146,0.4745631593830334
2019-08-03,4904,0,-24.731356647776042,0.5671641550336977
2019-08-04,3355,0,-25.348478598972797,0.7337929034876572
2019-08-05,8656,0,-25.19405468733062,0.38627142315164775
2019-08-06,7778,0,-25.519848663893256,0.4230445498880164
2019-08-07,5721,0,-23.293470196055043,0.5088030654278071
2019-08-08,4993,0,-21.135527052063445,0.5788474874045428
2019-08-09,5008,0,-20.970163316682395,0.5699265114471161
2019-08-10,3671,0,-22.396654468944277,0.6752685637733393
2019-08-11,4014,0,-24.187941409826383,0.6685247057916167
2019-08-12,6113,0,-29.3893989395717,0.5167255706609758
2019-08-13,9374,0,-30.574366028149097,0.40486011905462815
2019-08-14,9119,0,-30.288698245640123,0.3995410424731801
2019-08-15,7786,0,-28.49655200313576,0.4398446276325694
2019-08-16,5838,0,-28.5952969498796,0.5310073186244575
2019-08-17,4385,0,-28.631114956158736,0.6401827606505345
2019-08-18,4879,0,-28.60866721233145,0.5976530407382473
2019-08-19,6511,0,-29.763428526062157,0.540868629562643
2019-08-20,6313,0,-29.559095434802796,0.5178873068260963
2019-08-21,6522,0,-27.22888208469284,0.48989961187432324
2019-08-22,5354,0,-26.092422660192977,0.5493921247417358
2019-08-23,12879,0,-30.94455580997209,0.3049486558358051
2019-08-24,8287,0,-32.16122729785539,0.4023925633820251
2019-08-25,7902,0,-27.963445912294542,0.41768696010575895
2019-08-26,10118,0,-21.906658241033817,0.3869299176539175
2019-08-27,8102,0,-24.715893510567753,0.44458046181949884
2019-08-28,7070,0,-24.349514008732875,0.4842037438812794
2019-08-29,6474,0,-21.65882840421637,0.49591577493352457
2019-08-30,6644,0,-26.38178814700759,0.49951819896464617
2019-08-31,5119,0,-27.38734645818725,0.5738955823971447
2019-09-01,5337,0,-27.751921312955822,0.5589970358275972
2019-09-02,5317,0,-26.34977448624535,0.5664125304950461
2019-09-03,6975,0,-28.1888345470453,0.48650631227057434
2019-09-04,6903,0,-26.254962376319636,0.49253979803608616
2019-09-05,5938,0,-21.495471781372856,0.5315359131737251
2019-09-06,5723,0,-23.295105103495057,0.5459677401126384
2019-09-07,3947,0,-23.31129131457136,0.6754556440568494
2019-09-08,4149,0,-24.377164818109627,0.6377031191820929
2019-09-09,5048,0,-22.017658872097133,0.5939549236416813
2019-09-10,4611,0,-18.86423822864016,0.6073026414148848
2019-09-11,5001,0,-21.684163927614613,0.5830454426555579
2019-09-12,5671,0,-23.09016072365566,0.5435217855015768
2019-09-13,4714,0,-21.52802072921211,0.6018845921353674
2019-09-14,3178,0,-23.441341779121753,0.7841783479063847
2019-09-15,3385,0,-24.30964381466688,0.7344301581859864
2019-09-16,4337,0,-21.714719955687585,0.6367799343261242
2019-09-17,4126,0,-19.51269162890582,0.6660116851729356
2019-09-18,4201,0,-19.605745214330867,0.6514779353948227
2019-09-19,4495,0,-21.12902782340823,0.6267661501398896
2019-09-20,5309,0,-22.468348789563006,0.5469091606553842
2019-09-21,4260,0,-26.19678132769232,0.6402811125020046
2019-09-22,4235,0,-25.854035450400602,0.6377500830729332
2019-09-23,6252,0,-26.72008616857103,0.5241651250133946
2019-09-24,6659,0,-27.998600600805933,0.5118886611407014
2019-09-25,5799,0,-28.111702704285936,0.5649239678622684
2019-09-26,4930,0,-26.278368587412825,0.6330233929613625
2019-09-27,5248,0,-24.895303229465334,0.5753794849088335
2019-09-28,4198,0,-28.68692382206346,0.678551333050082
2019-09-29,4366,0,-27.586825502776886,0.6721877140257219
2019-09-30,6381,0,-26.690555849303582,0.5520404257136924
2019-10-01,7499,0,-29.252748019334092,0.5178341599234156
2019-10-02,5429,0,-26.79189329813603,0.5979122913834733
2019-10-03,11345,0,-39.14742535261231,0.32845070304552015
2019-10-04,9688,0,-37.57201020160599,0.39055851031429645
2019-10-05,5970,0,-36.43916577478469,0.5261098428723523
2019-10-06,7244,0,-35.99646580698555,0.46539691126439686
2019-10-07,9564,0,-36.82370531696997,0.4108745604681253
2019-10-08,10881,0,-40.90675837590976,0.3825817231950437
2019-10-09,10941,0,-37.36422059725387,0.38674337707974804
2019-10-10,11697,0,-34.231746362201164,0.3834540643339971
2019-10-11,10382,0,-31.024235806247447,0.40952926127929773
2019-10-12,6734,0,-29.638728140412912,0.5108398394922318
2019-10-13,7070,0,-30.372929584487547,0.4688121398103213
2019-10-14,8354,0,-29.374406186554925,0.4371449722564201
2019-10-15,11057,0,-35.69512049059595,0.38698507008018046
2019-10-16,7379,0,-31.04576739152622,0.47577768687625027
2019-10-17,6706,0,-26.160947214822013,0.5104164954278457
2019-10-18,6352,0,-26.34927866860008,0.538110156709632
2019-10-19,4693,0,-27.548042220915946,0.6306300417761062
2019-10-20,4228,0,-26.64543807780418,0.6895902682575781
2019-10-21,5120,0,-23.47987848754886,0.6161476461311719
2019-10-22,5090,0,-24.623909198857795,0.621295414836212
2019-10-23,5918,0,-27.16581685263616,0.5567071801776459
2019-10-24,6197,0,-26.034510993598005,0.5280487809555058
2019-10-25,5511,0,-27.060447984384744,0.584121671538411
2019-10-26,3819,0,-25.321617748222124,0.7296797102260698
2019-10-27,3446,0,-23.123384726623676,0.755131119180734
2019-10-28,4841,0,-21.949333173233278,0.6324361251561966
2019-10-29,4642,0,-22.17469371822661,0.6242610037857637
2019-10-30,4525,0,-23.744125646574137,0.6435222495518016
2019-10-31,4692,0,-26.842474429371606,0.6140098895370837
2019-11-01,4533,0,-22.564326078918644,0.64965985997665
2019-11-02,3337,0,-24.17946954151262,0.7455699971170507
2019-11-03,3577,0,-24.019242844990334,0.745716613953807
2019-11-04,4633,0,-22.143717541996466,0.6633995666223899
2019-11-05,4626,0,-22.657906483553717,0.6383310976665885
2019-11-06,4726,0,-22.55896658893644,0.6333922095993946
2019-11-07,5497,0,-20.908956477842487,0.5714681701168657
2019-11-08,4932,0,-21.7935362332138,0.6102512274372074
2019-11-09,3276,0,-23.076338086094097,0.764534396541946
2019-11-10,3421,0,-21.845016384212578,0.7672693968339439
2019-11-11,4321,0,-20.61356306545102,0.6945177810597685
2019-11-12,4827,0,-22.213262222092336,0.6245969198836677
2019-11-13,4770,0,-21.525640573879386,0.5945709198761708
2019-11-14,4647,0,-22.360798288236346,0.634586580816131
2019-11-15,4082,0,-23.18628512347871,0.6871944759218107
2019-11-16,3967,0,-33.73279652401982,0.7617213668673619
2019-11-17,4791,0,-31.832036930351766,0.6395061847827263
2019-11-18,5419,0,-28.37044954046462,0.6005145612445776
2019-11-19,5040,0,-28.707064335919274,0.6110836913566726
2019-11-20,5635,0,-30.025052816249314,0.5807323878302426
2019-11-21,4926,0,-26.07508305291638,0.6218038668805578
2019-11-22,5275,0,-31.469124908465773,0.592751438984408
2019-11-23,4298,0,-31.26084572689128,0.6963904986954029
2019-11-24,4672,0,-35.52278954795662,0.6903153725481751
2019-11-25,5670,0,-32.057102694710245,0.5828254522551413
2019-11-26,4794,0,-26.971042205283325,0.6189457926746134
2019-11-27,5017,0,-28.377005871079632,0.6056471657369207
2019-11-28,4589,0,-31.86096809924301,0.6508548717689802
2019-11-29,4517,0,-29.590841226433717,0.6582649493394652
2019-11-30,3765,0,-28.415245982628466,0.7329934311386566
2019-12-01,4080,0,-27.010538243361133,0.7003753972264799
2019-12-02,5853,0,-26.589012604802253,0.5631706999098038
2019-12-03,6590,0,-25.70945722201686,0.5184223610524896
2019-12-04,5587,0,-28.01747462627782,0.5744947644716638
2019-12-05,4890,0,-25.787021551119437,0.6086277726113078
2019-12-06,4881,0,-24.718278109744315,0.6112428506823636
2019-12-07,3944,0,-25.687490916257,0.6805917715123728
2019-12-08,3454,0,-26.797996592860752,0.7453469441274507
2019-12-09,4494,0,-25.846151528288658,0.6417515050437056
2019-12-10,4915,0,-24.816407053117214,0.604053234912188
2019-12-11,4826,0,-26.460086846927076,0.6227369592529466
2019-12-12,6256,0,-21.335174357114077,0.4978444578689554
2019-12-13,6933,0,-20.333972723334135,0.4686295635777894
2019-12-14,4307,0,-26.698303428886376,0.6397964986799537
2019-12-15,4579,0,-29.365477592366908,0.6663130077603856
2019-12-16,4930,0,-22.025956061605946,0.613448941034007
2019-12-17,4488,0,-21.940453723295626,0.6409740569757815
2019-12-18,4600,0,-26.633453791233023,0.647472573929622
2019-12-19,4821,0,-27.118738926886365,0.6186540619154764
2019-12-20,4297,0,-23.47689677109055,0.6631389073002637
2019-12-21,3567,0,-31.753220114772933,0.7785102151457753
2019-12-22,3887,0,-28.723031741855426,0.7198726980024247
2019-12-23,4717,0,-25.377157329862754,0.645315088542732
2019-12-24,3947,0,-22.206963726314974,0.7359424929175814
2019-12-25,3123,0,-14.136727023021479,0.8355352275426041
2019-12-26,3957,0,-18.03855767064618,0.7297224310954729
2019-12-27,4157,0,-20.059707202809133,0.7131947115349333
2019-12-28,3655,0,-26.91961045662734,0.7558863778540318
2019-12-29,3481,0,-25.372871172451063,0.762362769038272
2019-12-30,4950,0,-25.12965655315772,0.6508289989145387
2019-12-31,5096,0,-22.236663125707334,0.6184858493359341
2020-01-01,3973,935,-22.50217751629254,0.7212760330139514
2020-01-02,5660,1297,-21.367975697177116,0.5662278261549726
2020-01-03,5827,1223,-24.196180567820928,0.5331178696685984
2020-01-04,5224,1089,-25.987700735136038,0.5910471420856477
2020-01-05,4764,1172,-24.165169928573444,0.616829017482914
